Vintage,Product Name,Producer,Country,Region,Colour,Quantity,Format,Price (GBP),Duty,Availability,Conditions,ImageUrl
2008,Potensac,Potensac,France,Bordeaux,Red,1,12x75cl,241.00,IB,immediate,,
2011,Potensac,Potensac,France,Bordeaux,Red,1,6x75cl,129.00,IB,marketplace,,
1954,Raymond Lafon,Raymond Lafon,France,Bordeaux,White,1,Bts,722.00,IB,marketplace,,
1997,Raymond Lafon,Raymond Lafon,France,Bordeaux,White,2,12x75cl,350.00,IB,marketplace,,
1998,Raymond Lafon,Raymond Lafon,France,Bordeaux,White,1,12x75cl,367.00,IB,marketplace,,
2003,Raymond Lafon,Raymond Lafon,France,Bordeaux,White,1,12x75cl,346.00,IB,marketplace,,
2005,Raymond Lafon,Raymond Lafon,France,Bordeaux,White,1,12x75cl,443.00,IB,marketplace,,
2005,Raymond Lafon,Raymond Lafon,France,Bordeaux,White,14,3x37.5cl,58.00,IB,marketplace,,
2005,Raymond Lafon,Raymond Lafon,France,Bordeaux,White,7,6x37.5cl,116.00,IB,marketplace,,
2006,Raymond Lafon,Raymond Lafon,France,Bordeaux,White,2,12x75cl,364.00,IB,marketplace,,
2008,Raymond Lafon,Raymond Lafon,France,Bordeaux,White,1,12x75cl,327.00,IB,marketplace,,
1979,Boyd Cantenac,Boyd Cantenac,France,Bordeaux,Red,16,Bts,128.00,IB,marketplace,,
1982,Boyd Cantenac,Boyd Cantenac,France,Bordeaux,Red,1,12x75cl,493.00,IB,marketplace,,
2007,Boyd Cantenac,Boyd Cantenac,France,Bordeaux,Red,4,6xMags,473.00,IB,marketplace,,
2007,Boyd Cantenac,Boyd Cantenac,France,Bordeaux,Red,10,Bts,42.00,IB,marketplace,,
2011,Boyd Cantenac,Boyd Cantenac,France,Bordeaux,Red,91,6x75cl,267.00,IB,marketplace,,
2003,Oberhauser Brucke Beerenauslese,Weingut Donnhoff,Germany,,White,7,Hlvs,208.00,IB,immediate/marketplace,,
2003,St Joseph Vignes des Hospices,Etienne Guigal,France,Rhone,Red,2,Bts,76.00,IB,immediate,,
2004,St Joseph Vignes des Hospices,Etienne Guigal,France,Rhone,Red,9,Bts,86.00,IB,marketplace,,
2005,St Joseph Vignes des Hospices,Etienne Guigal,France,Rhone,Red,1,Bts,100.00,IB,marketplace,,
1982,Brunello di Montalcino Vigna del Fiore,Fattoria dei Barbi,Italy,Central Italy,Red,1,Bts,274.00,IB,marketplace,,
1981,Valpolicella Classico,Giuseppe Quintarelli,Italy,Northern Italy,Red,1,Bts,192.00,IB,marketplace,,
1981,Valpolicella Classico,Giuseppe Quintarelli,Italy,Northern Italy,Red,1,Bts,192.00,IB,marketplace,"Level: 2-2.8cm, Label: Bin Soiled",
1997,St Joseph Les Granits,Chapoutier,France,Rhone,Red,1,Bts,74.00,IB,marketplace,,
1925,La Marzelle,La Marzelle,France,Bordeaux,Red,1,Bts,423.00,IB,marketplace,,
2000,Toro,Bodega Numanthia,Spain,,Red,1,Bts,257.00,DP,marketplace,,
2004,Barolo Mosconi,Conterno Fantino,Italy,Northern Italy,Red,1,12x75cl,850.00,IB,marketplace,,
2007,Barolo Mosconi,Conterno Fantino,Italy,Northern Italy,Red,1,6x75cl,461.00,IB,marketplace,,
2008,Barolo Mosconi,Conterno Fantino,Italy,Northern Italy,Red,2,Bts,77.00,IB,marketplace,,
1945,Mouton d'Armailhacq,d'Armailhac,France,Bordeaux,Red,17,Bts,622.00,IB,marketplace,,
1990,Vouvray Moelleux Clos du Bourg 1ere Trie,Domaine Huet,France,Loire,White,2,12x75cl,1145.00,IB,marketplace,,
2010,Fonplegade,Fonplegade,France,Bordeaux,Red,3,12x75cl,633.00,IB,immediate,,
2010,Fonplegade,Fonplegade,France,Bordeaux,Red,1,3L,218.00,IB,marketplace,,
2012,Fonplegade,Fonplegade,France,Bordeaux,Red,4,12x75cl,308.00,IB,marketplace,,
2012,Fonplegade,Fonplegade,France,Bordeaux,Red,28,6x75cl,156.00,IB,marketplace,,
2008,St Henri Shiraz,Penfolds,Australia,South Australia,Red,1,6x75cl,331.00,IB,immediate,,
2010,St Henri Shiraz,Penfolds,Australia,South Australia,Red,2,6x75cl,490.00,IB,immediate/marketplace,,
1990,Barolo Monprivato,Brovia,Italy,Northern Italy,Red,1,Bts,425.00,IB,marketplace,,
1988,Barolo Monprivato,Giuseppe Mascarello e Figlio,Italy,Northern Italy,Red,1,Bts,453.00,IB,marketplace,,
1988,Barolo Monprivato,Giuseppe Mascarello e Figlio,Italy,Northern Italy,Red,2,Hlvs,233.00,IB,marketplace,,
1989,Barolo Monprivato,Giuseppe Mascarello e Figlio,Italy,Northern Italy,Red,8,Bts,795.00,IB,marketplace,,
1990,Barolo Monprivato,Giuseppe Mascarello e Figlio,Italy,Northern Italy,Red,1,Bts,774.00,IB,marketplace,,
1996,Barolo Monprivato,Giuseppe Mascarello e Figlio,Italy,Northern Italy,Red,2,Bts,343.00,IB,marketplace,,
1996,Barolo Monprivato,Giuseppe Mascarello e Figlio,Italy,Northern Italy,Red,1,3x75cl,1029.00,IB,marketplace,,
2000,Barolo Monprivato,Giuseppe Mascarello e Figlio,Italy,Northern Italy,Red,12,Bts,280.00,IB,marketplace,,
2001,Barolo Monprivato,Giuseppe Mascarello e Figlio,Italy,Northern Italy,Red,1,12x75cl,2528.00,IB,immediate,,
2003,Barolo Monprivato,Giuseppe Mascarello e Figlio,Italy,Northern Italy,Red,1,Bts,187.00,IB,marketplace,,
2005,Barolo Monprivato,Giuseppe Mascarello e Figlio,Italy,Northern Italy,Red,1,Bts,225.00,IB,marketplace,,
2005,Barolo Monprivato,Giuseppe Mascarello e Figlio,Italy,Northern Italy,Red,1,6x75cl,1341.00,IB,marketplace,,
2008,Barolo Monprivato,Giuseppe Mascarello e Figlio,Italy,Northern Italy,Red,1,Bts,201.00,IB,marketplace,,
1999,Nuits St Georges,Domaine Georges Mugneret-Gibourg,France,Burgundy,Red,1,Bts,394.00,IB,immediate,Label: Damaged,
2004,Nuits St Georges,Domaine Georges Mugneret-Gibourg,France,Burgundy,Red,2,Bts,411.00,IB,marketplace,,
2003,Nuits St Georges,Jean Chauvenet,France,Burgundy,Red,2,6xMags,472.00,IB,marketplace,,
2012,Nuits St Georges,Sylvain Cathiard,France,Burgundy,Red,2,6x75cl,3306.00,IB,marketplace,,
1971,Nuits St Georges,Maison Leroy,France,Burgundy,Red,1,Bts,640.00,IB,marketplace,,
1983,Nuits St Georges,Maison Leroy,France,Burgundy,Red,6,12x75cl,18942.00,IB,marketplace,,
2008,Nuits St Georges,Domaine Leroy,France,Burgundy,Red,1,Bts,3350.00,IB,marketplace,,
2005,Nuits St Georges,Domaine Forey Pere et Fils,France,Burgundy,Red,1,3L,534.00,IB,marketplace,,
2006,Nuits St Georges,Domaine Forey Pere et Fils,France,Burgundy,Red,2,6L,776.00,IB,marketplace,,
2010,Nuits St Georges,Domaine Arnoux-Lachaux,France,Burgundy,Red,1,6x75cl,1918.00,IB,marketplace,,
2012,Nuits St Georges,Domaine Arnoux-Lachaux,France,Burgundy,Red,1,12x75cl,3040.00,IB,immediate,,
2011,Bourgogne Rouge,Domaine G. Roumier,France,Burgundy,Red,2,Bts,454.00,IB,marketplace,,
2001,Bourgogne Rouge,Coche-Dury,France,Burgundy,Red,1,3x75cl,1076.00,IB,marketplace,,
2002,Bourgogne Rouge,Coche-Dury,France,Burgundy,Red,1,3x75cl,1142.00,IB,marketplace,,
2003,Bourgogne Rouge,Coche-Dury,France,Burgundy,Red,1,Bts,274.00,IB,marketplace,,
2005,Bourgogne Rouge,Coche-Dury,France,Burgundy,Red,1,3x75cl,909.00,IB,marketplace,,
2006,Bourgogne Rouge,Coche-Dury,France,Burgundy,Red,1,6x75cl,1881.00,IB,marketplace,,
2007,Bourgogne Rouge,Coche-Dury,France,Burgundy,Red,1,6x75cl,1881.00,IB,marketplace,,
2010,Bourgogne Rouge,Coche-Dury,France,Burgundy,Red,1,Bts,212.00,IB,marketplace,,
2010,Bourgogne Rouge,Coche-Dury,France,Burgundy,Red,1,3x75cl,630.00,IB,marketplace,,
2010,Chasse Spleen Blanc,Chasse Spleen,France,Bordeaux,White,4,Bts,16.00,IB,marketplace,,
0,Bollinger Special Cuvee,Bollinger,France,Champagne,White,1,24x37.5cl,406.00,IB,marketplace,,
0,Bollinger Special Cuvee,Bollinger,France,Champagne,White,2,12x75cl,394.00,IB,marketplace,,
0,Bollinger Special Cuvee,Bollinger,France,Champagne,White,1,6xMags,394.00,IB,marketplace,,
2005,Coteaux du Layon Selection Grains Nobles,Philippe Delesvaux,France,Loire,White,1,12x50cl,485.00,IB,immediate,,
2007,Croizet Bages,Croizet-Bages,France,Bordeaux,Red,60,12x75cl,339.00,IB,marketplace,,
2007,Croizet Bages,Croizet-Bages,France,Bordeaux,Red,13,6x75cl,171.00,IB,marketplace,,
2007,Croizet Bages,Croizet-Bages,France,Bordeaux,Red,2,6xMags,339.00,IB,marketplace,,
2010,Croizet Bages,Croizet-Bages,France,Bordeaux,Red,3,12x75cl,609.00,IB,marketplace,,
2010,Croizet Bages,Croizet-Bages,France,Bordeaux,Red,6,Bts,54.00,IB,marketplace,,
2011,Croizet Bages,Croizet-Bages,France,Bordeaux,Red,23,Bts,28.00,IB,marketplace,,
2012,Croizet Bages,Croizet-Bages,France,Bordeaux,Red,2,Bts,28.00,IB,marketplace,,
1955,Angelus,Angelus,France,Bordeaux,Red,1,Bts,439.00,IB,marketplace,,
1975,Angelus,Angelus,France,Bordeaux,Red,1,12x75cl,5695.00,IB,marketplace,,
1978,Angelus,Angelus,France,Bordeaux,Red,3,Bts,212.00,IB,immediate,Label: Slightly Bin Soiled,
1992,Angelus,Angelus,France,Bordeaux,Red,5,Bts,281.00,IB,marketplace,,
1994,Angelus,Angelus,France,Bordeaux,Red,2,Bts,266.00,IB,marketplace,,
1999,Angelus,Angelus,France,Bordeaux,Red,3,Bts,264.00,IB,marketplace,,
1999,Angelus,Angelus,France,Bordeaux,Red,1,Bts,264.00,DP,marketplace,,
2009,Angelus,Angelus,France,Bordeaux,Red,1,12x75cl,3868.00,IB,immediate,,
2001,Meursault Charmes,Domaine Potinet-Ampeau,France,Burgundy,White,1,6x75cl,627.00,IB,marketplace,,
2009,Corton Greves,Louis Jadot,France,Burgundy,Red,1,Bts,86.00,IB,marketplace,,
2012,Corton Greves,Louis Jadot,France,Burgundy,Red,1,Bts,95.00,IB,marketplace,,
1989,Henriot Cuvee des Enchanteleurs,Henriot,France,Champagne,White,9,6x75cl,1800.00,IB,marketplace,Provenance: Ex Domaine,
1996,Henriot Cuvee des Enchanteleurs,Henriot,France,Champagne,White,3,Bts,201.00,IB,marketplace,,
2007,Espectacle del Montsant,Espectacle,Spain,Monsant,Red,1,12x75cl,1085.00,IB,immediate,,
2000,Bellisle-Mondotte,Bellisle-Mondotte,France,Bordeaux,Red,2,Bts,31.00,IB,marketplace,,
1986,Coufran,Coufran,France,Bordeaux,Red,2,Bts,42.00,IB,marketplace,,
2005,Coufran,Coufran,France,Bordeaux,Red,9,6x75cl,93.00,IB,marketplace,,
0,Georges Laval Brut Nature Premier Cru Cumieres,Georges Laval,France,Champagne,White,1,24x37.5cl,1295.00,IB,marketplace,,
0,Georges Laval Brut Nature Premier Cru Cumieres,Georges Laval,France,Champagne,White,11,Bts,108.00,IB,marketplace,,
0,Georges Laval Brut Nature Premier Cru Cumieres,Georges Laval,France,Champagne,White,3,6x75cl,630.00,IB,marketplace,,
0,Georges Laval Brut Nature Premier Cru Cumieres,Georges Laval,France,Champagne,White,12,Hlvs,57.00,IB,marketplace,,
1990,Nuits St Georges Clos des Corvees,Louis Jadot,France,Burgundy,Red,4,Bts,95.00,IB,marketplace,,
1989,Musigny Blanc,Domaine Comte Georges de Vogue,France,Burgundy,White,1,Bts,1501.00,IB,marketplace,,
0,Paul Bara Brut Reserve,Paul Bara,France,Champagne,White,32,6x75cl,138.00,IB,marketplace,,
2006,Volnay Les Chevret,Henri Boillot,France,Burgundy,Red,1,Bts,85.00,IB,marketplace,,
2011,Volnay Les Chevret,Henri Boillot,France,Burgundy,Red,1,Bts,80.00,IB,marketplace,,
2001,Shiraz Alice's,Greenock Creek,Australia,South Australia,Red,7,Bts,68.00,IB,immediate,,
2003,Shiraz Alice's,Greenock Creek,Australia,South Australia,Red,1,Bts,63.00,DP,marketplace,,
2003,Shiraz Alice's,Greenock Creek,Australia,South Australia,Red,1,Bts,63.00,IB,marketplace,,
2004,Shiraz Alice's,Greenock Creek,Australia,South Australia,Red,9,Bts,75.00,IB,immediate,,
2009,Franchetti Rosso,Passopisciaro,Italy,Southern Italy & Sicily,Red,10,6x75cl,682.00,IB,marketplace,,
2009,Franchetti Rosso,Passopisciaro,Italy,Southern Italy & Sicily,Red,1,Bts,116.00,IB,marketplace,,
2010,Franchetti Rosso,Passopisciaro,Italy,Southern Italy & Sicily,Red,10,6x75cl,639.00,IB,marketplace,,
2010,Franchetti Rosso,Passopisciaro,Italy,Southern Italy & Sicily,Red,1,Bts,109.00,IB,marketplace,,
2005,Morey St Denis Clos de la Bussiere,Domaine G. Roumier,France,Burgundy,Red,1,Bts,665.00,IB,marketplace,,
2008,Morey St Denis Clos de la Bussiere,Domaine G. Roumier,France,Burgundy,Red,6,Bts,530.00,IB,marketplace,,
1924,Massandra Pink Muscat Alushta,Massandra,Ukraine,Massandra,Rose,3,70cl,1070.00,IB,immediate,,
0,Laurent Perrier Rose,Laurent Perrier,France,Champagne,Rose,1,6x75cl,300.00,IB,marketplace,,
2009,This Is Not An Exit (Syrah),Sine Qua Non,United States,,Red,1,Mags,1268.00,IB,marketplace,,
2006,Flaccianello della Pieve,Fontodi,Italy,Central Italy,Red,1,Mags,302.00,IB,immediate,,
2009,Flaccianello della Pieve,Fontodi,Italy,Central Italy,Red,1,6x75cl,590.00,IB,immediate,,
2010,Flaccianello della Pieve,Fontodi,Italy,Central Italy,Red,1,12x75cl,1403.00,IB,immediate,,
2006,Meursault Les Perrieres,Domaine Matrot,France,Burgundy,White,2,6x75cl,571.00,IB,marketplace,,
1998,Meursault Les Perrieres,Domaine Potinet-Ampeau,France,Burgundy,White,2,6x75cl,731.00,IB,immediate/marketplace,,
1990,Meursault Les Perrieres,Domaine des Comtes Lafon,France,Burgundy,White,5,Bts,1098.00,IB,marketplace,,
2005,Meursault Les Perrieres,Domaine des Comtes Lafon,France,Burgundy,White,2,Bts,697.00,IB,marketplace,,
2009,Meursault Les Perrieres,Domaine des Comtes Lafon,France,Burgundy,White,1,Bts,726.00,IB,marketplace,,
1988,Meursault Les Perrieres,Domaine Roulot,France,Burgundy,White,1,Bts,2012.00,IB,marketplace,,
2007,Meursault Les Perrieres,Domaine Roulot,France,Burgundy,White,1,6x75cl,9427.00,IB,marketplace,,
2009,Meursault Les Perrieres,Domaine Roulot,France,Burgundy,White,1,Bts,1783.00,IB,marketplace,,
2009,Meursault Les Perrieres,Domaine Roulot,France,Burgundy,White,1,6x75cl,10694.00,DP,marketplace,,
2010,Meursault Les Perrieres,Domaine Roulot,France,Burgundy,White,4,Bts,2334.00,IB,marketplace,,
2010,Meursault Les Perrieres,Domaine Roulot,France,Burgundy,White,1,6x75cl,13997.00,IB,marketplace,,
1999,Meursault Les Perrieres,Coche-Dury,France,Burgundy,White,7,Bts,5499.00,IB,marketplace,,
2006,Meursault Les Perrieres,Coche-Dury,France,Burgundy,White,1,Bts,4399.00,IB,marketplace,,
2007,Meursault Les Perrieres,Coche-Dury,France,Burgundy,White,1,Bts,3785.00,IB,marketplace,,
2011,Meursault Les Perrieres,Coche-Dury,France,Burgundy,White,1,Bts,3314.00,IB,marketplace,,
1949,Pichon Baron,Pichon Baron,France,Bordeaux,Red,1,Bts,583.00,IB,marketplace,,
1975,Pichon Baron,Pichon Baron,France,Bordeaux,Red,1,Bts,130.00,IB,marketplace,,
1976,Pichon Baron,Pichon Baron,France,Bordeaux,Red,4,Bts,98.00,IB,marketplace,,
1986,Pichon Baron,Pichon Baron,France,Bordeaux,Red,3,Bts,318.00,IB,marketplace,,
1986,Pichon Baron,Pichon Baron,France,Bordeaux,Red,1,6x75cl,1904.00,IB,marketplace,,
1986,Pichon Baron,Pichon Baron,France,Bordeaux,Red,3,3x75cl,953.00,IB,marketplace,,
1990,Pichon Baron,Pichon Baron,France,Bordeaux,Red,11,Bts,338.00,IB,marketplace,,
1994,Pichon Baron,Pichon Baron,France,Bordeaux,Red,1,Bts,95.00,IB,marketplace,,
1994,Pichon Baron,Pichon Baron,France,Bordeaux,Red,1,3x75cl,278.00,IB,marketplace,,
1995,Pichon Baron,Pichon Baron,France,Bordeaux,Red,2,12x75cl,1986.00,IB,marketplace,,
1995,Pichon Baron,Pichon Baron,France,Bordeaux,Red,22,Bts,167.00,IB,marketplace,,
1995,Pichon Baron,Pichon Baron,France,Bordeaux,Red,1,6x75cl,994.00,IB,marketplace,,
1996,Pichon Baron,Pichon Baron,France,Bordeaux,Red,1,Bts,187.00,IB,marketplace,,
1996,Pichon Baron,Pichon Baron,France,Bordeaux,Red,1,3x75cl,555.00,IB,marketplace,,
1997,Pichon Baron,Pichon Baron,France,Bordeaux,Red,2,Bts,102.00,IB,marketplace,,
1999,Pichon Baron,Pichon Baron,France,Bordeaux,Red,2,3x75cl,354.00,IB,marketplace,,
2001,Pichon Baron,Pichon Baron,France,Bordeaux,Red,5,Bts,150.00,IB,marketplace,,
2002,Pichon Baron,Pichon Baron,France,Bordeaux,Red,2,Bts,110.00,IB,marketplace,,
2003,Pichon Baron,Pichon Baron,France,Bordeaux,Red,1,Bts,132.00,IB,marketplace,,
2008,Pichon Baron,Pichon Baron,France,Bordeaux,Red,2,Bts,113.00,IB,marketplace,,
1988,Brunello di Montalcino Montosoli,Altesino,Italy,Central Italy,Red,1,Bts,122.00,IB,marketplace,,
1990,Brunello di Montalcino Montosoli,Altesino,Italy,Central Italy,Red,5,Bts,130.00,IB,marketplace,,
1995,Brunello di Montalcino Montosoli,Altesino,Italy,Central Italy,Red,5,Bts,81.00,IB,marketplace,,
2007,Brunello di Montalcino Montosoli,Altesino,Italy,Central Italy,Red,4,6x75cl,545.00,IB,immediate,,
0,Vouette et Sorbee Fidele Extra Brut,Vouette et Sorbee,France,Champagne,White,5,Bts,54.00,IB,marketplace,,
0,Vouette et Sorbee Fidele Extra Brut,Vouette et Sorbee,France,Champagne,White,3,6x75cl,309.00,IB,marketplace,,
2011,Beaune Les Aigrots Blanc,Michel Lafarge,France,Burgundy,White,11,Bts,54.00,IB,marketplace,,
2007,Meursault Caillerets,Coche-Dury,France,Burgundy,White,1,Bts,2817.00,IB,marketplace,,
0,Larmandier-Bernier Longitude,Larmandier-Bernier,France,Champagne,White,5,6x75cl,231.00,IB,marketplace,,
1995,Corbin,Corbin,France,Bordeaux,Red,2,6x75cl,219.00,IB,marketplace,,
1996,Corbin,Corbin,France,Bordeaux,Red,6,Bts,37.00,IB,marketplace,,
1999,Corbin,Corbin,France,Bordeaux,Red,1,12x75cl,377.00,IB,marketplace,,
2007,Corbin,Corbin,France,Bordeaux,Red,1,Bts,32.00,IB,marketplace,,
2009,Corbin,Corbin,France,Bordeaux,Red,1,12x75cl,383.00,IB,immediate,,
2011,Nuits St Georges Les Poisets,Domaine Arnoux-Lachaux,France,Burgundy,Red,1,6x75cl,1914.00,IB,marketplace,,
2010,Zeltinger Sonnenuhr Trockenbeerenauslese,Weingut Selbach-Oster,Germany,Mosel,White,1,6x37.5cl,980.00,IB,marketplace,,
1988,Barbaresco Santo Stefano Riserva,Bruno Giacosa,Italy,Northern Italy,Red,6,Bts,832.00,IB,marketplace,,
1988,Barbaresco Santo Stefano Riserva,Bruno Giacosa,Italy,Northern Italy,Red,1,6x75cl,4987.00,IB,marketplace,,
1989,Barbaresco Santo Stefano Riserva,Bruno Giacosa,Italy,Northern Italy,Red,1,12x75cl,31742.00,IB,marketplace,,
1989,Barbaresco Santo Stefano Riserva,Bruno Giacosa,Italy,Northern Italy,Red,29,Bts,2654.00,IB,marketplace,,
1990,Barbaresco Santo Stefano Riserva,Bruno Giacosa,Italy,Northern Italy,Red,9,Bts,1511.00,IB,marketplace,,
1998,Barbaresco Santo Stefano Riserva,Bruno Giacosa,Italy,Northern Italy,Red,7,Bts,526.00,IB,marketplace,,
1933,Margaux,Château Margaux,France,Bordeaux,Red,1,Bts,1468.00,IB,marketplace,,
1947,Margaux,Château Margaux,France,Bordeaux,Red,1,Bts,1325.00,DP,marketplace,,
1948,Margaux,Château Margaux,France,Bordeaux,Red,2,Bts,3814.00,IB,marketplace,,
1952,Margaux,Château Margaux,France,Bordeaux,Red,1,Bts,1358.00,IB,marketplace,,
1953,Margaux,Château Margaux,France,Bordeaux,Red,1,Bts,2928.00,IB,marketplace,,
1954,Margaux,Château Margaux,France,Bordeaux,Red,1,Mags,4168.00,IB,marketplace,,
1959,Margaux,Château Margaux,France,Bordeaux,Red,6,Bts,2087.00,IB,marketplace,,
1959,Margaux,Château Margaux,France,Bordeaux,Red,1,Mags,4174.00,IB,marketplace,,
1959,Margaux,Château Margaux,France,Bordeaux,Red,5,Bts,2087.00,DP,marketplace,,
1961,Margaux,Château Margaux,France,Bordeaux,Red,1,Bts,1950.00,DP,marketplace,,
1961,Margaux,Château Margaux,France,Bordeaux,Red,1,12x75cl,23384.00,IB,marketplace,,
1961,Margaux,Château Margaux,France,Bordeaux,Red,1,Bts,1950.00,IB,marketplace,,
1963,Margaux,Château Margaux,France,Bordeaux,Red,1,Bts,1306.00,IB,marketplace,,
1966,Margaux,Château Margaux,France,Bordeaux,Red,1,Bts,275.00,IB,marketplace,Level: LS,
1979,Margaux,Château Margaux,France,Bordeaux,Red,2,Bts,359.00,DP,marketplace,,
1980,Margaux,Château Margaux,France,Bordeaux,Red,3,Bts,308.00,DP,marketplace,,
1981,Margaux,Château Margaux,France,Bordeaux,Red,6,Bts,333.00,DP,marketplace,,
1982,Margaux,Château Margaux,France,Bordeaux,Red,4,Bts,821.00,DP,marketplace,,
1984,Margaux,Château Margaux,France,Bordeaux,Red,2,12x75cl,5485.00,IB,marketplace,,
1984,Margaux,Château Margaux,France,Bordeaux,Red,7,Bts,457.00,IB,marketplace,,
1985,Margaux,Château Margaux,France,Bordeaux,Red,19,Bts,582.00,IB,marketplace,,
1985,Margaux,Château Margaux,France,Bordeaux,Red,4,Bts,582.00,DP,marketplace,,
1987,Margaux,Château Margaux,France,Bordeaux,Red,1,3x75cl,1077.00,IB,marketplace,,
1988,Margaux,Château Margaux,France,Bordeaux,Red,1,12x75cl,4922.00,DP,marketplace,,
1988,Margaux,Château Margaux,France,Bordeaux,Red,1,5L,2803.00,DP,marketplace,,
1989,Margaux,Château Margaux,France,Bordeaux,Red,2,Bts,545.00,IB,marketplace,,
1989,Margaux,Château Margaux,France,Bordeaux,Red,2,Mags,1090.00,IB,marketplace,,
1990,Margaux,Château Margaux,France,Bordeaux,Red,1,12x75cl,14272.00,IB,marketplace,,
1990,Margaux,Château Margaux,France,Bordeaux,Red,10,Bts,1188.00,IB,marketplace,,
1990,Margaux,Château Margaux,France,Bordeaux,Red,1,9x75cl,10700.00,IB,marketplace,,
1991,Margaux,Château Margaux,France,Bordeaux,Red,2,Bts,433.00,IB,marketplace,,
1993,Margaux,Château Margaux,France,Bordeaux,Red,1,12x75cl,4307.00,IB,marketplace,,
1994,Margaux,Château Margaux,France,Bordeaux,Red,1,12x75cl,4591.00,IB,marketplace,,
1995,Margaux,Château Margaux,France,Bordeaux,Red,4,12x75cl,5678.00,IB,marketplace,,
1995,Margaux,Château Margaux,France,Bordeaux,Red,3,Bts,473.00,IB,marketplace,,
1995,Margaux,Château Margaux,France,Bordeaux,Red,1,8x75cl,3784.00,DP,marketplace,,
1996,Margaux,Château Margaux,France,Bordeaux,Red,1,10x75cl,5892.00,IB,marketplace,,
1996,Margaux,Château Margaux,France,Bordeaux,Red,1,12x75cl,7068.00,IB,marketplace,,
1996,Margaux,Château Margaux,France,Bordeaux,Red,1,3x3L,7245.00,IB,marketplace,,
1997,Margaux,Château Margaux,France,Bordeaux,Red,1,12x75cl,5862.00,IB,marketplace,,
1997,Margaux,Château Margaux,France,Bordeaux,Red,2,Bts,488.00,IB,marketplace,,
1997,Margaux,Château Margaux,France,Bordeaux,Red,3,6L,4103.00,IB,marketplace,,
1997,Margaux,Château Margaux,France,Bordeaux,Red,2,6x75cl,2930.00,IB,marketplace,,
2000,Margaux,Château Margaux,France,Bordeaux,Red,1,12x75cl,9881.00,IB,marketplace,,
2000,Margaux,Château Margaux,France,Bordeaux,Red,1,Mags,1646.00,IB,marketplace,,
2000,Margaux,Château Margaux,France,Bordeaux,Red,1,6x75cl,4940.00,IB,marketplace,,
2000,Margaux,Château Margaux,France,Bordeaux,Red,1,12x75cl,9881.00,DP,marketplace,,
2001,Margaux,Château Margaux,France,Bordeaux,Red,1,12x75cl,5090.00,DP,marketplace,,
2001,Margaux,Château Margaux,France,Bordeaux,Red,2,Bts,424.00,IB,marketplace,,
2001,Margaux,Château Margaux,France,Bordeaux,Red,1,6x75cl,2545.00,IB,marketplace,,
2002,Margaux,Château Margaux,France,Bordeaux,Red,1,12x75cl,4490.00,IB,marketplace,,
2002,Margaux,Château Margaux,France,Bordeaux,Red,2,6xMags,4490.00,IB,marketplace,,
2002,Margaux,Château Margaux,France,Bordeaux,Red,1,Bts,374.00,IB,marketplace,,
2002,Margaux,Château Margaux,France,Bordeaux,Red,1,Bts,374.00,DP,marketplace,,
2003,Margaux,Château Margaux,France,Bordeaux,Red,2,12x75cl,5787.00,IB,immediate/marketplace,,
2003,Margaux,Château Margaux,France,Bordeaux,Red,1,4x75cl,1929.00,IB,marketplace,,
2004,Margaux,Château Margaux,France,Bordeaux,Red,1,12x75cl,4290.00,IB,marketplace,,
2004,Margaux,Château Margaux,France,Bordeaux,Red,1,6x75cl,2145.00,IB,marketplace,,
2005,Margaux,Château Margaux,France,Bordeaux,Red,1,12x75cl,7386.00,IB,marketplace,,
2005,Margaux,Château Margaux,France,Bordeaux,Red,2,6x75cl,3692.00,IB,marketplace,,
2006,Margaux,Château Margaux,France,Bordeaux,Red,1,6xMags,4441.00,IB,marketplace,,
2006,Margaux,Château Margaux,France,Bordeaux,Red,1,6x75cl,2219.00,IB,marketplace,,
2007,Margaux,Château Margaux,France,Bordeaux,Red,1,12x75cl,4167.00,IB,marketplace,,
2007,Margaux,Château Margaux,France,Bordeaux,Red,1,6xMags,4167.00,IB,marketplace,,
